budget,id,original_language,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
28000000,15373,en,24.917665,2008-02-03,92380927,99.0,Released,They're about to get more than they plea-bargained for.,Role Models,6.4,564
12000000,154,en,22.434102,1982-06-03,96800000,113.0,Released,At the end of the universe lies the beginning of vengeance.,Star Trek II: The Wrath of Khan,7.3,675
84000000,9637,en,31.435539,2002-06-14,275650703,88.0,Released,Get a Clue,Scooby-Doo,5.4,820
2500000,46849,en,0.301884,2007-08-24,71904,100.0,Released,She found her voice in the ocean... And within herself.,Eye of the Dolphin,7.1,7
15000000,315011,ja,9.476999,2016-07-29,77000000,120.0,Released,A god incarnate. A city doomed.,Shin Godzilla,6.5,143
20000000,48289,en,14.857884,2010-04-11,45636368,113.0,Released,Every secret comes with a price.,The Debt,6.3,257
0,3028,en,0.805312,1982-11-10,0,87.0,Released,The comedy that examines modern living through chemistry,Jekyll and Hyde ... Together Again,4.6,5
150000000,76341,en,434.278564,2015-05-13,378858340,120.0,Released,What a Lovely Day.,Mad Max: Fury Road,7.2,9427
0,333355,en,1.881466,2005-03-21,0,69.0,Released,,Star Wars: Clone Wars: Volume 1,8.0,27
80000000,310,en,109.684788,2003-05-23,484572835,101.0,Released,In Bruce we trust,Bruce Almighty,6.4,3012
10000000,245846,en,5.145655,2015-07-01,17472,111.0,Released,To find the truth they must lose themselves.,Strangerland,5.1,83
40000000,19912,en,32.478077,2009-08-26,186167139,82.0,Released,Rest In Pieces,The Final Destination,5.4,831
185000000,188927,en,65.352913,2016-07-07,343471816,122.0,Released,,Star Trek Beyond,6.6,2568
12000000,9762,en,45.477802,2006-08-11,114194847,104.0,Released,Every Second Chance Begins With a First Step,Step Up,6.7,1060
60000000,13389,en,18.380176,2008-09-11,73174566,101.0,Released,Most people respect the badge. Everybody respects the gun.,Righteous Kill,5.9,375
50000000,8077,en,45.856409,1992-05-22,159773545,114.0,Released,The bitch is back.,Alien³,6.2,1633
80000000,950,en,85.115058,2006-03-23,660940780,91.0,Released,The Ice age is melting away.,Ice Age: The Meltdown,6.5,2951
10000000,27322,en,1.000178,1997-03-14,0,104.0,Released,Get Together. Fall Apart. Start Over.,Love Jones,8.1,12
18000000,290555,en,7.922639,2014-08-28,0,90.0,Released,Unleash the beast,Wolves,5.7,82
0,31007,en,6.085879,2010-10-29,42145,110.0,Released,,Welcome to the Rileys,6.4,139
30000000,1637,en,49.526736,1994-06-09,350448145,116.0,Released,Get ready for rush hour,Speed,6.8,1783
0,86549,en,1.419431,2011-06-09,0,100.0,Released,,August,6.2,15
11000000,249164,en,31.162838,2014-08-21,78874843,106.0,Released,Live for Love.,If I Stay,7.3,1368
25000000,34813,en,24.903418,2010-04-23,23580000,97.0,Released,Anyone Else Would Be Dead By Now.,The Losers,6.2,515
58000000,116741,en,1.551497,2013-06-07,44000000,119.0,Released,Hiring them was a brilliant mistake.,The Internship,6.1,1658
0,82684,en,13.621201,2012-10-25,0,117.0,Released,Legends Start Somewhere,Chasing Mavericks,7.0,216
28000000,277216,en,61.76233,2015-08-13,201634991,147.0,Released,The Story of N.W.A.,Straight Outta Compton,7.7,1355
0,38717,en,0.212108,2001-01-23,0,99.0,Released,A town's future is riding with one man.,Madison,5.3,3
70000000,10253,ko,4.822033,2007-02-08,53587404,90.0,Released,They've made our world their battleground,Dragon Wars: D-War,4.0,104
25000000,10591,en,39.784026,2004-04-09,30411183,108.0,Released,Matt never saw her coming... but all his friends had!,The Girl Next Door,6.3,824
48000000,913,en,18.102572,1999-08-06,124305181,113.0,Released,How do you get the man who has everything?,The Thomas Crown Affair,6.6,339
60000000,11679,en,36.689223,2005-04-27,71073932,101.0,Released,Prepare for the next level,xXx: State of the Union,4.7,549
30000000,72207,en,27.71063,2012-04-27,53909751,124.0,Released,A comedy about the journey between popping the question and tying the knot.,The Five-Year Engagement,5.7,457
66000000,1487,en,47.479755,2004-04-02,99318987,122.0,Released,From the Dark Side to Our Side.,Hellboy,6.5,2225
60000000,170687,en,30.656345,2014-09-10,108255770,97.0,Released,When troubles strikes friends stack together,The Boxtrolls,6.6,668
3500000,39781,en,15.338211,2010-07-09,34705850,106.0,Released,"Nic and Jules had the perfect family, until they met the man who made it all possible.",The Kids Are All Right,6.5,506
5500000,20455,en,3.7387,2000-03-17,0,82.0,Released,,Digimon: The Movie,6.2,72
32000000,10719,en,16.901954,2003-10-09,173398518,97.0,Released,"This holiday, discover your inner elf.",Elf,6.4,987
42000000,25189,en,3.844926,1996-11-15,0,126.0,Released,A story about just how wrong two people can be before they can be right.,The Mirror Has Two Faces,6.5,47
60000000,10199,en,16.493576,2008-12-19,50877145,93.0,Released,Small Mouse. Big Dreams,The Tale of Despereaux,5.8,258
38000000,30943,en,4.746085,1999-03-12,28121100,106.0,Released,The search for her son was over. The search for her family was just beginning.,The Deep End of the Ocean,5.9,54
0,118612,en,4.596157,2012-08-27,0,90.0,Released,,After,5.6,63
9000000,15568,en,2.365328,2007-06-01,2955039,97.0,Released,,Gracie,6.0,17
20000000,351819,en,14.947588,2016-01-28,21164799,92.0,Released,Way shadier than gray.,Fifty Shades of Black,4.3,331
1500000,8329,es,31.691617,2007-04-10,30448000,78.0,Released,One witness. One camera,[REC],7.1,934
190000000,168259,en,102.322217,2015-04-01,1506249360,137.0,Released,Vengeance Hits Home,Furious 7,7.3,4176
500000,43933,en,26.406001,2010-06-18,4242978,94.0,Released,"After Six Years, They're No Longer Aliens. They're Residents",Monsters,6.2,587
26000000,208763,ru,7.182761,2014-01-30,0,127.0,Released,The truth is in you,Forbidden Kingdom,4.9,71
0,8841,fr,13.437038,2008-09-24,28814580,128.0,Released,The dynamics of a multicultural class and its teacher will enlighten.,The Class,6.8,174
0,119458,en,0.174311,2012-08-10,0,103.0,Released,Money for Life,Supercapitalist,3.5,2
3000000,234212,en,12.564554,2015-02-12,3387000,83.0,Released,Every House Has It's Secrets,Demonic,4.9,148
8000000,251321,en,6.500835,2014-02-12,53086,112.0,Released,,Aloft,5.1,41
0,50837,en,17.806082,2011-10-21,3538446,101.0,Released,You can get away. But you can never escape.,Martha Marcy May Marlene,6.7,277
1800000,4929,en,11.756943,1968-07-31,6800000,114.0,Released,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,Hang 'em High,6.7,192
1500000,4012,en,9.856826,2001-01-19,416925,98.0,Released,,The Believer,6.8,151
40000000,9096,en,7.021871,1992-02-07,0,106.0,Released,He turned his back on civilization. Only to discover he had the power to save it.,Medicine Man,5.8,114
185000000,62177,en,125.114374,2012-06-21,538983207,93.0,Released,Change your fate.,Brave,6.7,4641
0,29371,en,1.70819,1995-06-16,0,94.0,Released,,The Incredibly True Adventure of Two Girls In Love,5.7,13
50000000,12634,en,6.397388,2004-01-30,6808550,88.0,Released,It's all in who you trust,The Big Bounce,5.0,76
14200000,1951,da,7.05145,2005-05-16,674918,139.0,Released,Liberation. Whether They Want It Or Not.,Manderlay,6.9,78
25000000,200505,en,14.17009,2014-04-11,28831145,109.0,Released,The greatest victories don't always happen on the field.,Draft Day,6.5,304
25000000,45317,en,31.019381,2010-12-17,93617009,116.0,Released,Every dream deserves a fighting chance.,The Fighter,7.2,1486
50000000,187017,en,52.380982,2014-06-05,188441614,112.0,Released,They're not 21 anymore,22 Jump Street,7.0,3319
8500000,1619,en,8.775844,2000-09-08,19125401,119.0,Released,,The Way of the Gun,6.4,100
43000000,4379,en,10.411996,2005-05-13,154749918,101.0,Released,This relationship is going to be a real mother.,Monster-in-Law,5.6,406
28000000,26672,en,2.439184,1993-09-23,669276,72.0,Released,,The Thief and the Cobbler,6.8,26
60000000,11015,en,12.621769,1997-01-10,33956608,110.0,Released,The Next Evolution In Terror.,The Relic,5.8,130
20000000,40264,en,17.165039,2010-08-18,80547866,82.0,Released,Some sagas just won't die.,Vampires Suck,4.2,315
5000000,146203,en,10.605752,2013-02-28,15179302,88.0,Released,The second coming,The Last Exorcism Part II,4.4,203
1000000,18712,en,3.851,1949-12-14,7800000,100.0,Released,A Great Human Story... Makes A Mighty Motion Picture!!!,Sands of Iwo Jima,6.2,33
15000000,8461,en,15.175289,2007-10-20,7938872,112.0,Released,Let the games begin...,Funny Games,6.3,545
0,9900,en,9.974681,2006-01-06,6538177,94.0,Released,A movie that proves you're never too old to come of age.,Grandma's Boy,6.6,220
0,19204,it,8.022122,1981-04-22,0,87.0,Released,"The seven dreaded gateways to Hell are concealed in seven cursed places… And from the day the gates of Hell are opened, the dead will walk the earth.",The Beyond,6.6,117
0,280391,fr,5.794466,2015-04-08,0,100.0,Released,These feet are made for walkin',Why I Did (Not) Eat My Father,5.3,125
14000000,47890,en,0.310513,1981-02-11,439564,118.0,Released,Someone is hunting tourists out of season.,Sphinx,6.0,2
18000000,130150,en,17.683563,2013-12-27,20275812,111.0,Released,,Labor Day,6.7,299
1200000,137955,en,0.057564,2012-01-01,0,84.0,Released,,Crowsnest,4.8,12
17000000,81836,en,15.013386,2012-04-20,73244881,111.0,Released,,To Rome with Love,5.6,546
8000000,773,en,14.793177,2006-07-26,100523181,102.0,Released,A family on the verge of a breakdown,Little Miss Sunshine,7.5,1686
35000000,18357,en,6.908351,2002-07-26,0,88.0,Released,It's A Bear Getting The Family Together!,The Country Bears,4.3,20
18000000,21301,en,6.501815,2004-01-20,65070412,106.0,Released,Let your hair down,Barbershop 2:  Back in Business,5.6,74
20000000,15644,en,9.149089,2004-09-03,16605763,84.0,Released,One good shot deserves another.,Paparazzi,5.8,52
27000000,303858,en,38.279458,2016-05-12,93282604,98.0,Released,Not every conspiracy is a theory.,Money Monster,6.5,1068
130000000,76649,en,50.561849,2014-02-18,117831631,105.0,Released,No warning. No escape.,Pompeii,5.2,1267
0,16428,en,6.904734,2004-05-14,0,85.0,Released,When it comes to getting dumped... He wrote the book.,Breakin' All the Rules,5.8,21
100000000,205775,en,50.767332,2015-11-20,93820758,122.0,Released,Based on the incredible true story that inspired Moby Dick,In the Heart of the Sea,6.5,1276
50000000,66,en,13.576765,1997-02-14,50068310,121.0,Released,Corrupts Absolutely.,Absolute Power,6.4,223
0,55561,en,1.196943,1997-01-01,0,96.0,Released,,Clockwatchers,5.6,13
50000000,12123,en,20.58862,1996-08-02,60209334,107.0,Released,Reaction Time 8-4-96,Chain Reaction,5.3,284
6500000,11022,en,8.526635,2002-01-14,12633747,105.0,Released,,Narc,6.8,142
15000000,232679,en,7.297757,2014-08-22,30127963,115.0,Released,"Its Not How Hard You Fall, Its How You Get Back Up",When the Game Stands Tall,6.3,130
0,253290,en,0.015189,2014-03-10,0,77.0,Released,,Butterfly Girl,0.0,0
0,17170,en,2.753501,1988-04-01,0,107.0,Released,,"Bright Lights, Big City",4.7,28
20000000,9760,en,6.064638,2007-01-25,86865564,86.0,Released,We know it's big. We measured.,Epic Movie,3.2,326
31000000,606,en,13.864975,1985-12-20,128499205,161.0,Released,Based on a true story.,Out of Africa,7.0,279
0,45380,zh,1.68502,2006-01-01,0,98.0,Released,,Crazy Stone,6.9,22
1800000,84175,en,12.471239,2012-06-29,21107746,93.0,Released,I  gotta take care of mine.,Beasts of the Southern Wild,6.8,403
120000000,920,en,82.643036,2006-06-08,461983149,117.0,Released,Ahhh... it's got that new movie smell.,Cars,6.6,3877
10000000,15037,en,11.350382,1998-06-12,25605015,100.0,Released,Yesterday's history.  Tomorrow's the future.  Tonight's the party.,Can't Hardly Wait,6.1,122
20000000,9963,en,22.049787,2007-02-08,84146832,96.0,Released,Reality is only a nightmare away,Premonition,5.8,381
1500000,301325,de,2.815228,2015-11-20,0,90.0,Released,Death is trending.,#Horror,3.3,52
26000000,238615,en,66.097437,2015-07-10,30523226,116.0,Released,God Created Man. Man Created Immortality.,Self/less,6.3,1091
90000000,9890,en,19.224754,2004-06-10,102000000,93.0,Released,The wives of Stepford have a secret.,The Stepford Wives,5.4,334
75000000,9297,en,36.368839,2006-07-21,140175006,91.0,Released,The House is . . . ALIVE!,Monster House,6.3,874
0,87826,en,26.799913,2012-10-11,73100172,105.0,Released,No one will fight for his students like Mr. Voss.,Here Comes the Boom,6.0,593
0,12247,en,5.251143,2007-10-01,0,92.0,Released,Two families. One feud. No going back.,Shotgun Stories,6.9,57
50000000,12103,en,11.596207,2001-09-28,100020092,113.0,Released,...I'll never tell.,Don't Say a Word,6.0,220
6800000,46738,fr,21.285206,2010-09-04,7103838,130.0,Released,The search began at the opening of their mother's will.,Incendies,7.9,479
15000000,10053,en,4.688212,2006-02-03,66966987,87.0,Released,"Whatever You Do, Don't Answer The Phone.",When a Stranger Calls,5.4,268
0,480,hi,8.109958,2001-08-30,0,114.0,Released,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",Monsoon Wedding,6.8,57
95000000,9383,en,28.200874,2000-08-04,190213455,112.0,Released,What would you do if you knew you couldn't be seen?,Hollow Man,5.6,634
145000000,56292,en,77.77477,2011-12-07,694713380,133.0,Released,No Plan. No Backup. No Choice.,Mission: Impossible - Ghost Protocol,6.8,3972
15000000,2142,en,19.284129,1997-08-15,44862187,104.0,Released,No One Is Above The Law.,Cop Land,6.6,382
16500000,4584,en,20.898711,1995-12-13,135000000,136.0,Released,Lose your heart and come to your senses.,Sense and Sensibility,7.2,352
180000000,102651,en,110.620647,2014-05-28,758539785,97.0,Released,Don't believe the fairy tale.,Maleficent,7.0,4496
110000000,41513,en,36.65422,2011-07-29,563749323,103.0,Released,Smurf Happens.,The Smurfs,5.5,1179
21000000,2575,en,7.047975,2001-02-11,28008462,109.0,Released,"In a place this treacherous, what a good spy needs is a spy of his own.",The Tailor of Panama,6.2,92
26000000,9454,en,21.988861,1998-07-31,65705772,121.0,Released,Desire. Defy. Escape.,Ever After: A Cinderella Story,6.8,399
25000000,41630,en,38.688822,2011-01-21,147780440,107.0,Released,Friendship has its benefits.,No Strings Attached,6.1,1331
65000000,5551,en,15.772081,2000-07-31,128884132,130.0,Released,Space will never be the same.,Space Cowboys,6.3,403
33000000,37498,en,2.706207,1998-09-04,0,91.0,Released,There is no substitute.,Knock Off,4.7,64
90000000,9679,en,52.995628,2000-06-09,237202299,118.0,Released,"Ice Cold, Hot Wired.",Gone in Sixty Seconds,6.1,1485
130000000,101299,en,76.310119,2013-11-15,847423452,146.0,Released,Every revolution begins with a spark.,The Hunger Games: Catching Fire,7.4,6495
0,16186,en,3.784535,2005-02-25,0,116.0,Released,Time heals the heart. Faith heals the rest.,Diary of a Mad Black Woman,6.4,71
16000000,49950,en,11.807269,2011-02-04,40492759,91.0,Released,"2,000 colleges. 8 million roommates. Which one will you get?",The Roommate,5.3,224
950000,29146,en,0.178689,1968-09-23,814666,103.0,Released,A love story that begins with an incredible experiment!,Charly,6.6,28
8000000,10734,en,26.356697,1979-06-22,43000000,111.0,Released,No one has ever escaped from Alcatraz...and no one ever will!,Escape from Alcatraz,7.2,561
27000000,8831,en,13.308127,1994-09-15,101646581,99.0,Released,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.,Timecop,5.5,282
34000000,698,en,29.887404,1979-06-26,210308099,126.0,Released,Outer space now belongs to 007.,Moonraker,5.9,541
0,41382,en,9.054803,2010-08-20,0,99.0,Released,Winning is Just the Beginning Surviving is Another Story,Lottery Ticket,5.6,54
0,93856,en,20.649145,2012-05-24,18112929,88.0,Released,Experience the fallout,Chernobyl Diaries,4.9,483
0,52010,en,3.891186,2010-12-10,0,76.0,Released,In the grim darkness of the far future there is only war,"Ultramarines: A Warhammer 40,000 Movie",5.2,27
8000000,12192,en,9.782433,2008-04-11,0,95.0,Released,No body is safe.,Pathology,5.6,144
7000000,12400,en,5.091253,2008-04-07,0,99.0,Released,There's always a way out. You just have to find it.,Redbelt,6.4,76
65000000,59962,en,38.994297,2012-02-14,156974557,103.0,Released,It's SPY Against SPY,This Means War,5.9,1389
75000000,10590,en,19.708731,2002-03-01,114660784,138.0,Released,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,We Were Soldiers,6.7,521
23000000,14844,en,3.362045,2004-01-09,12,111.0,Released,How do you fall in love with the whole world watching?,Chasing Liberty,6.1,152
82500000,9339,en,41.176631,2006-06-22,237681299,107.0,Released,What If You Had A Remote... That Controlled Your Universe?,Click,6.0,2104
0,10727,en,11.199544,2003-01-24,0,86.0,Released,Evil rises.,Darkness Falls,4.9,161
52000000,26389,en,27.916284,2010-02-05,52826594,92.0,Released,Two agents. One city. No merci.,From Paris with Love,6.1,675
95000000,9342,en,31.086791,1998-07-16,250288523,136.0,Released,No one has seen his face... but everyone ... knows this mark.,The Mask of Zorro,6.3,1183
0,111794,en,0.408073,1998-01-01,0,87.0,Released,A comedy so real you'll think it's fiction.,20 Dates,3.7,3
19000000,9737,en,33.872182,1995-04-07,141407024,118.0,Released,Whatcha gonna do?,Bad Boys,6.5,1699
30000000,184346,en,29.359201,2014-07-01,0,118.0,Released,,Deliver Us from Evil,5.9,690
35000000,10054,en,21.543389,2001-03-18,147934180,88.0,Released,Real spies...only smaller,Spy Kids,5.5,867
